Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
E,77,70,50,0,13.13333333,Thu,VF
E,789,30,20,0,21.66666667,Tue,VF
E,790,779,20,0,18.18333333,Wed,M
E,775,784,20,0,14.08333333,Fri,M
E,785,780,20,0,14.41666667,Fri,M
E,787,778,20,0,14.2,Fri,M
E,779,786,20,0,14.46666667,Fri,M
E,76,77,20,0,10.81666667,Tue,VF
E,891,15,20,0,17.45,Tue,VF
E,894,207,20,0,17.55,Tue,F
E,883,269,20,0,17.55,Tue,F
E,885,52,20,0,17.58333333,Tue,F
E,20,10,20,0,11.21666667,Tue,VF
E,20,10,20,0,13.21666667,Tue,VF
E,20,10,20,0,13.76666667,Tue,VF
A,120,338,20,3340,13.25,Mon,F
A,130,397,20,160,16.8,Fri,F
A,129,373,20,118,10.66666667,Mon,F
A,141,373,20,92,9.433333333,Mon,VF
A,134,113,20,0,9.566666667,Mon,VF
A,135,165,20,281,9.516666667,Mon,VF
A,130,311,20,112,9.483333333,Mon,VF
A,135,369,20,160,9.516666667,Mon,VF
A,139,22,20,82,9.533333333,Mon,VF
A,152,392,10,1,15.16666667,Wed,VF
A,157,397,10,1,10.45,Thu,VF
A,153,392,10,0,15.73333333,Fri,F
A,161,497,100,0,13.65,Fri,M
A,184,533,20,86,16.73333333,Fri,F
A,205,38,20,8,11.46666667,Mon,VF
A,215,600,20,0,17.46666667,Mon,VF
A,204,605,20,0,17.91666667,Mon,VF
A,216,604,20,0,15.2,Tue,F
A,228,610,20,0,15.23333333,Tue,F
A,213,651,20,0,14.93333333,Tue,F
A,227,650,20,0,14.93333333,Tue,F
A,228,538,20,0,14.93333333,Tue,F
A,220,541,20,0,11.48333333,Tue,F
A,230,544,20,0,14.93333333,Tue,F
A,223,619,20,0,15.26666667,Tue,F
A,223,624,20,0,15.25,Tue,F
A,226,654,20,0,18.18333333,Fri,F
A,229,652,20,0,9.7,Mon,VF
A,226,651,20,0,16.61666667,Fri,F
A,221,661,20,49,13.81666667,Tue,F
A,236,666,20,0,14.13333333,Tue,VF
A,237,532,200,0,18.15,Fri,M
A,237,635,20,0,7.916666667,Mon,F
A,231,690,20,11,14.86666667,Tue,VF
A,233,699,20,0,15.03333333,Tue,VF
A,252,699,20,0,11.61666667,Mon,VF
A,31,79,20,0,10.2,Wed,VF
A,27,74,20,0,10.45,Wed,VF
A,29,76,20,0,14.06666667,Wed,VF
A,273,537,200,0,17.03333333,Wed,L
A,286,534,200,0,18.1,Fri,L
A,326,895,20,21,15.15,Fri,F
A,3400,4638,20,0,21.91666667,Mon,L
A,3404,2574,20,0,20.4,Thu,L
A,3405,2082,20,0,10.86666667,Fri,L
A,3397,4470,20,0,21.51666667,Mon,L
A,3398,4467,20,0,0.883333333,Wed,L
A,3496,977,20,0,7.5,Thu,L
A,3483,985,20,0,7.333333333,Thu,L
A,3493,1158,20,0,7.983333333,Thu,L
A,3498,623,20,0,11.6,Wed,L
A,3484,462,20,0,11.58333333,Wed,L
A,3667,431,20,0,8.35,Tue,L
A,3680,431,20,0,12.95,Wed,L
A,370,774,50,0,11.4,Fri,M
A,3744,191,20,1,14.65,Wed,F
A,3768,248,20,0,9.616666667,Wed,M
A,3768,247,20,0,10.56666667,Wed,M
A,400,1180,20,0,5.583333333,Wed,M
A,404,1186,20,0,5.45,Tue,M
A,406,94,20,0,11.6,Thu,VF
A,405,1186,20,0,6.266666667,Mon,M
A,395,92,20,0,12.26666667,Thu,VF
A,407,1197,20,0,10.21666667,Tue,M
A,413,921,20,24,9.016666667,Tue,F
A,410,66,20,3,12.33333333,Thu,M
A,415,83,20,0,20.36666667,Mon,VF
A,413,412,20,0,10.61666667,Fri,M
A,412,416,20,0,4.866666667,Mon,M
A,413,51,20,0,5.333333333,Mon,VF
A,411,63,20,0,5.166666667,Mon,VF
A,422,934,20,0,10.5,Fri,M
A,423,953,20,0,10.55,Fri,M
A,424,166,20,0,9.066666667,Fri,VF
A,417,195,20,0,10.53333333,Fri,F
A,417,234,20,0,10.46666667,Fri,F
A,420,26,20,0,10.36666667,Fri,VF
A,425,53,20,0,10.61666667,Fri,VF
A,424,213,20,0,6.783333333,Wed,F
A,4505,155,20,6,16.58333333,Wed,F
A,461,684,20,0,14.85,Tue,M
A,457,689,20,0,14.05,Tue,M
A,458,179,10,3,10.73333333,Tue,F
A,460,185,10,3,10.9,Tue,F
A,455,184,10,3,14.46666667,Thu,M
A,468,306,20,0,19.33333333,Mon,VF
A,471,440,20,23,15.66666667,Wed,VF
A,467,663,20,22,19.68333333,Mon,F
A,529,744,20,21,18.38333333,Thu,F
A,533,576,20,0,14,Tue,F
A,529,615,20,0,7.666666667,Fri,F
A,52,171,20,0,6.2,Mon,VF
A,69,201,20,0,15.86666667,Wed,VF
A,877,865,20,17,14.8,Mon,F
C,99,938,20,0,17.93333333,Thu,VF
C,1056,2783,10,0,5.8,Thu,VF
C,1068,2781,20,0,13.73333333,Wed,VF
C,1063,4775,10,0,14.25,Mon,VF
C,1057,1837,10,0,5.383333333,Fri,VF
C,106,3357,20,0,12.53333333,Mon,VF
C,114,3359,20,0,14.01666667,Mon,VF
C,113,6204,20,0,13.21666667,Mon,VF
C,131,6056,20,0,17.16666667,Tue,VF
C,129,2417,20,0,12.7,Fri,VF
C,143,2504,20,0,17.4,Thu,VF
C,142,6537,20,0,16.76666667,Fri,VF
C,141,1200,20,0,19.45,Thu,VF
C,133,1203,20,0,19.4,Thu,VF
C,143,6644,20,0,10.65,Mon,VF
C,141,6661,20,0,9.4,Mon,VF
C,138,777,20,0,9.566666667,Mon,VF
C,130,1075,20,0,9.5,Mon,VF
C,136,2520,20,0,9.5,Mon,VF
C,135,2797,20,0,9.466666667,Mon,VF
C,142,142,20,0,9.516666667,Mon,VF
C,1408,2755,10,0,10.93333333,Wed,VF
C,1409,2759,10,0,12.76666667,Wed,VF
C,1410,2761,10,0,10.15,Wed,F
C,147,10521,20,0,7.95,Fri,VF
C,155,2001,20,0,13.76666667,Wed,VF
C,152,10656,20,0,12.95,Wed,VF
C,148,1538,20,0,13.21666667,Wed,VF
C,143,3664,20,0,18.21666667,Tue,VF
C,152,3696,20,0,18.51666667,Tue,VF
C,156,6060,20,0,17.46666667,Tue,VF
C,162,3656,20,0,18.43333333,Tue,VF
C,170,3637,20,0,17.33333333,Tue,VF
C,165,7580,100,0,13.53333333,Fri,F
C,173,737,20,0,1.4,Thu,VF
C,177,8016,20,0,16.71666667,Fri,VF
C,193,262,20,0,11.45,Mon,VF
C,208,7061,20,0,17.6,Mon,VF
C,215,1116,20,0,17.7,Fri,VF
C,221,15420,20,0,13.45,Tue,VF
C,218,15415,20,0,13.45,Tue,VF
C,226,19876,20,0,15.2,Tue,VF
C,226,3659,20,0,14.41666667,Tue,VF
C,223,8378,20,0,15.23333333,Tue,VF
C,224,7199,20,0,9.716666667,Mon,VF
C,227,7778,20,0,14.15,Tue,VF
C,232,8081,20,0,16.58333333,Fri,VF
C,236,9379,20,0,13.8,Tue,VF
C,234,3643,200,0,17.78333333,Fri,F
C,229,7743,20,0,15.01666667,Tue,VF
C,240,4599,20,0,7.866666667,Mon,VF
C,239,5215,20,0,13.61666667,Wed,VF
C,240,6702,20,0,18.11666667,Fri,VF
C,234,7118,20,0,11.58333333,Mon,VF
C,241,8801,20,0,14.85,Tue,VF
C,247,7602,20,0,12.4,Fri,VF
C,263,9155,20,0,11.73333333,Wed,VF
C,2715,2564,20,0,0.1,Thu,M
C,269,9235,20,0,13.96666667,Wed,VF
C,24,2621,20,0,10.45,Wed,VF
C,35,2644,20,0,14,Wed,VF
C,279,3676,200,0,16.56666667,Wed,F
C,284,3659,200,0,17.6,Fri,F
C,305,9456,20,0,16.13333333,Wed,VF
C,305,9464,20,0,16.26666667,Wed,VF
C,315,3564,20,0,13.31666667,Mon,VF
C,26,3795,100,0,16.15,Tue,F
C,33,4004,100,0,10.86666667,Tue,F
C,338,6519,20,0,15.13333333,Fri,VF
C,31,2736,20,0,13.43333333,Tue,VF
C,40,1182,20,0,9.75,Tue,VF
C,3669,2957,20,0,7.45,Tue,M
C,3685,2961,20,0,12,Wed,M
C,3694,13957,20,0,13.91666667,Mon,L
C,376,5817,50,0,11.01666667,Fri,F
C,370,2495,20,0,11.25,Wed,VF
C,3731,1303,20,0,14.76666667,Wed,M
C,3751,743,20,0,10.51666667,Mon,F
C,3753,1118,20,0,6.283333333,Tue,M
C,3748,13343,20,0,20.06666667,Mon,L
C,3750,2283,20,0,5.65,Mon,M
C,3746,3636,20,0,7.716666667,Mon,M
C,3742,11601,20,0,12.56666667,Tue,L
C,3752,2760,20,0,11.36666667,Tue,M
C,3753,13343,20,0,6.95,Mon,L
C,3749,1821,20,0,12.05,Tue,M
C,3745,2016,20,0,6.4,Tue,M
C,3753,7460,20,0,7.65,Tue,L
C,3748,4742,20,0,5.266666667,Mon,L
C,3749,11576,20,0,13.3,Tue,L
C,3748,2383,20,0,4.983333333,Tue,M
C,3745,15916,20,0,6.75,Mon,L
C,3752,3397,20,0,12.3,Tue,M
C,3754,13199,20,0,13.06666667,Tue,L
C,3776,2924,20,0,10.4,Mon,M
C,3777,377,20,0,10.76666667,Mon,F
C,3781,84,20,0,10.41666667,Mon,VF
C,3768,1076,20,0,10.33333333,Mon,M
C,3771,1315,20,0,8.983333333,Mon,M
C,3768,1662,20,0,10.28333333,Mon,M
C,3777,236,20,0,10.18333333,Mon,VF
C,3772,382,20,0,8.8,Mon,VF
C,3778,2035,20,0,4.616666667,Tue,M
C,3772,2063,20,0,5.05,Tue,M
C,3769,2640,20,0,4.3,Tue,M
C,3778,3317,20,0,7.333333333,Mon,M
C,3780,6916,20,0,11.1,Mon,L
C,3776,762,20,0,7,Tue,F
C,3776,8075,20,0,6.633333333,Tue,L
C,3781,12564,20,0,12.93333333,Tue,L
C,3778,12560,20,0,12.61666667,Tue,L
C,3783,14623,20,0,8.45,Mon,L
C,3777,1702,20,0,5.833333333,Tue,M
C,3775,1720,20,0,7.333333333,Tue,M
C,3784,2038,20,0,13.45,Mon,L
C,3776,2804,20,0,11.75,Tue,M
C,3779,7258,20,0,6.15,Tue,L
C,3778,7282,20,0,8.133333333,Tue,L
C,3784,11001,20,0,12.63333333,Tue,L
C,3774,11002,20,0,18.55,Mon,L
C,3783,1643,20,0,4.483333333,Tue,M
C,3776,1721,20,0,7.25,Tue,M
C,398,661,20,0,10.85,Thu,VF
C,407,6735,20,0,9,Tue,VF
C,410,61,20,0,12.5,Thu,VF
C,4509,1097,20,0,16.73333333,Wed,M
C,458,4861,20,0,14.73333333,Tue,VF
C,455,4821,20,0,13.93333333,Tue,VF
C,463,1221,10,0,11.53333333,Tue,VF
C,457,1224,10,0,10.58333333,Thu,VF
C,463,8235,20,0,1.9,Fri,F
C,465,2119,20,0,19.35,Mon,VF
C,472,2843,20,0,6.133333333,Fri,VF
C,463,3235,20,0,15.65,Wed,VF
C,472,5315,20,0,19.7,Mon,VF
C,536,4358,20,0,22.21666667,Mon,VF
C,535,4320,20,0,18.3,Thu,VF
C,536,2402,20,0,10.56666667,Wed,VF
C,542,2897,20,0,11.5,Wed,VF
C,532,3837,20,0,13.86666667,Tue,VF
C,530,5158,20,0,7.683333333,Fri,VF
C,534,5203,20,0,12.5,Wed,VF
C,536,5436,20,0,10.15,Fri,VF
C,531,6441,20,0,14.81666667,Thu,VF
C,534,1384,20,0,15.68333333,Wed,VF
C,562,3136,20,0,16.8,Wed,VF
C,556,3177,20,0,14.66666667,Mon,VF
C,566,3203,20,0,15.2,Mon,VF
C,565,3202,20,0,14.1,Mon,VF
C,71,2981,20,0,9.783333333,Wed,VF
C,72,197,20,0,17.41666667,Thu,VF
C,74,5438,20,0,15.85,Wed,VF
C,69,5658,20,0,16.8,Wed,VF
C,73,5495,20,0,16.48333333,Wed,VF
C,75,3678,10,0,14.16666667,Tue,VF
C,86,16258,20,0,9.366666667,Thu,VF
C,879,6238,20,0,14.8,Mon,F
C,89,3343,20,0,15.16666667,Wed,VF
C,96,2242,20,0,14.16666667,Tue,VF
C,87,3623,20,0,17.76666667,Tue,VF
D,995,144,20,0,13.95,Tue,VF
D,103,76,20,0,16.2,Wed,VF
D,95,84,20,0,16.51666667,Wed,VF
D,98,94,20,0,10.78333333,Wed,VF
D,95,99,20,0,14.98333333,Tue,VF
D,110,97,20,0,16.76666667,Thu,VF
D,105,104,20,0,10.98333333,Fri,VF
D,20,10,10,0,17.55,Tue,VF
D,104,36,20,0,18.55,Mon,VF
D,20,10,20,0,15.8,Wed,VF
D,127,110,20,0,12.73333333,Fri,VF
D,20,10,20,0,14.1,Mon,VF
D,14090,10,20,0,16.33333333,Wed,VF
D,145,99,20,0,7.95,Fri,VF
D,149,66,20,0,5.616666667,Fri,VF
D,143,75,20,0,4.866666667,Fri,VF
D,147,125,20,0,12.11666667,Fri,VF
D,20,10,20,0,6.25,Wed,VF
D,22,10,20,0,6.6,Wed,VF
D,20,10,20,0,8.566666667,Wed,VF
D,20,10,20,0,12.98333333,Tue,VF
D,20,10,20,0,8.366666667,Wed,VF
D,1498,140,20,0,14,Tue,VF
D,149,115,20,0,16.23333333,Wed,VF
D,146,115,20,0,10.86666667,Wed,VF
D,145,112,20,0,16.56666667,Wed,VF
D,152,80,20,0,20.85,Mon,VF
D,165,168,100,0,13.56666667,Fri,VF
D,20,15,20,0,16.83333333,Fri,VF
D,172,171,20,0,14.43333333,Thu,VF
D,170,174,20,0,15.81666667,Thu,VF
D,172,167,20,0,13.75,Thu,VF
D,175,38,20,0,15.56666667,Tue,VF
D,23,15,20,0,14.2,Wed,VF
D,183,11,20,0,12.91666667,Thu,VF
D,184,74,20,0,9.5,Thu,VF
D,20,12,20,0,11.55,Mon,VF
D,26,11,20,0,16.6,Thu,VF
D,21,18,20,0,14.16666667,Fri,VF
D,20,12,20,0,10.93333333,Wed,VF
D,20,17,20,0,12.11666667,Thu,VF
D,27,14,20,0,11.25,Wed,VF
D,20,10,20,0,10.85,Wed,VF
D,209,140,10,0,9.733333333,Wed,VF
D,208,147,10,0,20.18333333,Wed,VF
D,215,211,20,0,17.98333333,Mon,VF
D,220,171,20,0,18.01666667,Mon,VF
D,228,204,20,0,9.833333333,Tue,VF
D,225,219,20,0,11.2,Fri,VF
D,23,25,20,0,9.933333333,Thu,VF
D,20,10,20,0,8.95,Wed,VF
D,234,123,20,0,10.46666667,Fri,VF
D,236,137,20,0,15.68333333,Fri,VF
D,241,161,20,0,7.933333333,Mon,VF
D,237,215,20,0,15.86666667,Fri,VF
D,240,215,20,0,11.28333333,Fri,VF
D,242,27,20,0,11.35,Fri,VF
D,30,18,20,0,11.01666667,Wed,VF
D,2505,849,20,0,12.21666667,Wed,F
D,2504,344,20,0,12.21666667,Tue,VF
D,28,20,20,0,11.01666667,Wed,VF
D,22,21,20,0,11.88333333,Wed,VF
D,32,18,20,0,11.85,Wed,VF
D,20,22,20,0,16.15,Wed,VF
D,33,16,20,0,10.98333333,Wed,VF
D,20,23,20,0,16.46666667,Wed,VF
D,29,27,20,0,9.233333333,Wed,VF
D,28,25,20,0,10.66666667,Wed,VF
D,283,175,20,0,16.9,Fri,VF
D,285,176,20,0,16.91666667,Fri,VF
D,28,27,20,0,10.26666667,Wed,VF
D,293,10,20,0,9.916666667,Mon,VF
D,35,25,20,0,11.36666667,Thu,VF
D,22,10,20,0,11.65,Thu,VF
D,306,290,20,0,15.5,Fri,VF
D,302,297,20,0,16,Fri,VF
D,314,293,20,0,14.61666667,Fri,VF
D,24,29,100,0,15.78333333,Thu,VF
D,27,27,100,0,8.85,Thu,VF
D,38,32,100,0,10,Thu,VF
D,25,33,100,0,10.76666667,Tue,VF
D,29,26,100,0,17.71666667,Tue,VF
D,26,29,100,0,10.48333333,Thu,VF
D,321,35,20,0,13.76666667,Mon,VF
D,40,34,100,0,15.71666667,Mon,VF
D,37,32,100,0,16.1,Mon,VF
D,41,10,10,0,11.75,Thu,VF
D,34,10,20,0,15.61666667,Fri,VF
D,382,167,20,0,14.51666667,Tue,VF
D,376,128,20,0,13.76666667,Thu,VF
D,36,35,20,0,13.88333333,Tue,VF
D,39,33,20,0,10.61666667,Tue,VF
D,410,30,20,0,10.55,Thu,VF
D,409,62,20,0,13.95,Thu,VF
D,425,200,20,0,10.96666667,Fri,VF
D,430,10,20,0,16.66666667,Mon,VF
D,437,427,20,0,13.03333333,Mon,VF
D,46,44,20,0,15.48333333,Tue,VF
D,39,43,20,0,16.88333333,Thu,VF
D,40,45,20,0,14.23333333,Wed,VF
D,443,36,20,0,11.55,Mon,VF
D,448,223,20,0,11.81666667,Mon,VF
D,458,171,20,0,14.66666667,Tue,VF
D,448,168,20,0,13.93333333,Tue,VF
D,456,174,20,0,13.9,Tue,VF
D,465,65,20,0,13.96666667,Wed,VF
D,49,39,20,0,15.58333333,Fri,VF
D,44,38,20,0,10.36666667,Fri,VF
D,45,41,20,0,11.96666667,Fri,VF
D,50,47,20,0,12.21666667,Fri,VF
D,55,11,20,0,12.86666667,Thu,VF
D,504,146,20,0,13.9,Tue,VF
D,515,10158,20,0,10.73333333,Fri,VF
D,49,40,20,0,16.48333333,Wed,VF
D,56,47,20,0,16.16666667,Wed,VF
D,43,49,20,0,17.25,Tue,VF
D,49,37,20,0,14.91666667,Mon,VF
D,50,46,20,0,13.6,Fri,VF
D,583,168,20,0,14.95,Mon,VF
D,56,54,20,0,9.333333333,Wed,VF
D,61,10,20,0,14.76666667,Thu,VF
D,60,61,20,0,15.45,Thu,VF
D,61,57,20,0,18.31666667,Thu,VF
D,69,67,20,0,10.13333333,Mon,VF
D,72,68,20,0,9.783333333,Mon,VF
D,694,60,20,0,15.66666667,Wed,VF
D,71,10,100,0,14.36666667,Fri,VF
D,76,73,20,0,21.51666667,Wed,VF
D,79,10,20,0,14.63333333,Thu,VF
D,778,36,20,0,21.63333333,Tue,VF
D,782,782,20,0,13.86666667,Fri,VF
D,790,781,20,0,17.86666667,Wed,VF
D,777,782,20,0,14.25,Fri,VF
D,776,782,20,0,14.25,Fri,VF
D,79,81,20,0,10.81666667,Tue,VF
D,20,10,20,0,18.93333333,Mon,VF
D,92,10,10,0,1.866666667,Tue,VF
D,890,19,20,0,17.45,Tue,VF
D,884,204,20,0,17.46666667,Tue,VF
D,895,267,20,0,17.51666667,Tue,VF
D,885,57,20,0,17.76666667,Tue,VF
D,20,10,20,0,11.21666667,Tue,VF
D,20,10,20,0,13.21666667,Tue,VF
D,20,10,20,0,13.78333333,Tue,VF
D,92,43,20,0,9.283333333,Wed,VF
D,910,17,10,0,10.56666667,Thu,VF
D,85,57,20,0,10.43333333,Tue,VF
D,103,59,10,0,9.6,Tue,VF
D,20,10,20,0,15.55,Mon,VF
F,996,719,20,80,13.98333333,Tue,F
F,104,528,20,4,16.21666667,Wed,VF
F,97,533,20,32,10.15,Fri,VF
F,99,539,20,51,9.966666667,Fri,VF
F,99,541,20,92,10.8,Wed,VF
F,100,565,20,115,10.41666667,Fri,VF
F,105,572,20,155,16.55,Wed,VF
F,96,707,20,283,13.83333333,Tue,VF
F,104,742,20,0,16.41666667,Fri,VF
F,102,814,20,23,16.75,Fri,VF
F,98,910,20,376,16.21666667,Fri,F
F,102,1781,20,215,16.8,Thu,F
F,96,1787,20,324,16.4,Thu,F
F,111,195,20,0,18.56666667,Mon,VF
F,128,294,20,0,22.4,Wed,VF
F,114,2030,20,0,19.7,Thu,F
F,117,11293,20,0,20.71666667,Wed,L
F,123,4496,20,0,7.666666667,Thu,M
F,122,783,20,0,16.85,Fri,VF
F,133,781,20,46,16.51666667,Fri,VF
F,20,171,20,0,14.08333333,Mon,VF
F,147,965,20,110,16.28333333,Fri,F
F,147,2407,20,11,7.966666667,Fri,VF
F,150,209,10,3,10.25,Wed,VF
F,140,372,20,0,4.616666667,Fri,VF
F,142,372,20,13,4.866666667,Fri,VF
F,148,409,20,0,5.583333333,Fri,VF
F,155,1508,20,184,17.83333333,Thu,F
F,154,650,10,2,9.25,Fri,VF
F,142,659,10,0,15.91666667,Fri,VF
F,152,659,10,1,10.7,Thu,VF
F,1506,716,20,55,14.06666667,Tue,F
F,155,565,20,0,10,Fri,VF
F,156,570,20,94,10.88333333,Wed,VF
F,146,577,20,0,10.43333333,Fri,VF
F,144,574,20,30,10.18333333,Fri,VF
F,150,580,20,61,16.6,Wed,VF
F,152,589,20,64,16.26666667,Wed,VF
F,159,386,20,153,20.86666667,Mon,VF
F,174,1804,100,0,13.91666667,Fri,M
F,177,1965,20,183,15.83333333,Thu,F
F,176,1975,20,0,13.73333333,Thu,VF
F,176,1996,20,113,14.45,Thu,F
F,192,366,20,77,9.5,Thu,VF
F,24,507,20,0,11.55,Mon,VF
F,24,137,20,0,16.61666667,Thu,VF
F,20,428,20,0,14.16666667,Fri,VF
F,202,589,20,33,9.483333333,Mon,VF
F,223,2084,20,0,14.88333333,Tue,M
F,225,3733,20,0,18.16666667,Mon,M
F,216,4768,20,0,10.06666667,Tue,M
F,230,1788,20,0,22.05,Wed,M
F,223,914,20,0,18.08333333,Mon,F
F,232,1993,20,0,9.933333333,Tue,M
F,229,5257,20,0,13.65,Fri,M
F,235,1182,20,155,11.21666667,Fri,VF
F,26,1232,20,0,9.966666667,Thu,F
F,232,634,20,31,10.48333333,Fri,VF
F,229,689,20,132,15.76666667,Fri,F
F,236,1059,20,197,16.08333333,Fri,M
F,242,1110,20,0,7.983333333,Mon,F
F,233,1299,20,196,11.3,Fri,F
F,239,156,20,136,11.38333333,Fri,VF
F,31,806,20,0,11.06666667,Wed,VF
F,31,826,20,0,16,Mon,F
F,23,2351,20,24,17,Mon,VF
F,2512,4395,20,0,15.08333333,Wed,L
F,2510,1699,20,0,10.45,Wed,L
F,2513,1731,20,0,12.95,Tue,L
F,2517,1788,20,0,10.55,Wed,L
F,2511,1842,20,0,19.2,Tue,L
F,2506,2255,20,0,11.76666667,Wed,L
F,2513,2554,20,0,11.36666667,Wed,L
F,2512,1834,20,0,18.21666667,Tue,L
F,2518,215,20,0,18.43333333,Mon,F
F,2518,2678,20,0,14.5,Tue,L
F,29,526,20,0,16.3,Fri,VF
F,20,546,20,0,17.23333333,Tue,VF
F,28,553,20,0,9.233333333,Wed,VF
F,24,588,20,0,16.11666667,Fri,VF
F,30,652,20,0,11,Wed,VF
F,27,660,20,0,16.55,Fri,VF
F,21,147,20,0,11,Wed,VF
F,28,315,20,0,16.45,Wed,VF
F,23,362,20,0,10.23333333,Fri,VF
F,32,399,20,0,9.916666667,Fri,VF
F,28,413,20,0,10.66666667,Wed,VF
F,33,431,20,0,10.05,Fri,VF
F,20,467,20,0,16.16666667,Wed,VF
F,33,465,20,0,11.01666667,Wed,VF
F,25,589,20,0,10.31666667,Wed,M
F,302,1717,20,0,15.95,Fri,M
F,308,1824,20,2184,16.46666667,Fri,M
F,310,2458,20,917,14.85,Fri,M
F,3141,9041,20,2,16.66666667,Wed,L
F,38,942,100,0,10.83333333,Tue,F
F,36,940,100,0,10.86666667,Tue,F
F,28,1421,100,0,15.9,Thu,M
F,25,242,100,0,8.866666667,Thu,VF
F,27,358,100,0,10.01666667,Thu,F
F,24,3608,100,0,10.9,Thu,M
F,33,3605,100,0,18.2,Tue,L
F,26,461,100,0,10.3,Thu,F
F,26,466,100,0,17.75,Tue,F
F,321,170,20,114,13.8,Mon,VF
F,333,166,20,42,11.45,Thu,VF
F,29,690,100,0,16.15,Mon,F
F,33,704,100,0,16.05,Mon,F
F,35,766,100,0,15.78333333,Mon,F
F,27,774,100,0,15.85,Mon,F
F,45,1749,20,2,10.63333333,Tue,VF
F,36,1757,20,104,13.9,Tue,F
F,408,167,20,3,10.53333333,Thu,VF
F,414,65,20,139,14.51666667,Thu,M
F,423,9137,20,0,11.95,Fri,L
F,427,52,20,0,16.66666667,Mon,VF
F,425,200,20,0,14.81666667,Tue,VF
F,437,3724,20,3250,13.58333333,Mon,L
F,47,993,20,0,15.5,Tue,VF
F,40,1105,20,0,11.46666667,Tue,F
F,48,3450,20,0,15.81666667,Tue,F
F,48,3481,20,0,14.3,Wed,F
F,438,185,20,0,11.61666667,Mon,VF
